FID_fishne,CPA_ID,area_km2,cap_MW,d_trans,d_sub,d_road,d_load_750,d_existing,d_EIA860fa,d_shore_m,m_seafloor,m_CF_MEAN,m_BOEM_lea,m_BOEM_pla,BathySlope,ocean_impa,HAPC_Area_,ocean_im_1,ocean_im_2,m_CF_wLoss,anngen_MWh,Shape_Leng,Shape_Area,major_port,turbine_ty,incap,ipm_region,prefSite,tech,metro_id,metro_region,cpa_mw,cf,path,resource_annuity,resource_fom,interconnect_annuity,lcoe,interconnect_capex_mw,total_interconnect_km,offshore_interconnect_km,ipm_region_y
48098,1628,13.6387575042,68.1938,56.1526197238,60.3396941038,54.146704439,270.650768561,197.542415758,112.224788197,51.9296002772,-448.616362416,0.524133367972,0.0,1.0,0.0,1.0,250000.0,0.549903,1.5499,0.461237,313106.0,14838.3984471,13638710.1146,0,floating,109.10968091684435,WECC_PNW,1,offshorewind,38900,p5,109.10968,0.43290085,"[1628, 201052]",245724.11,67317.94,83060.336,104.45155,1714740.1,289.3170166015625,289.3170166015625,p5
48492,1642,16.0000002172,80.0,54.3795275586,61.4039015,52.7711644043,255.957368334,185.2681107,97.2157958426,51.0446468428,-123.714062691,0.520524978638,0.0,1.0,0.0,1.0,14500000.0,27.1875,28.1875,0.458062,364784.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.42788708,"[1642, 201052]",245724.11,67317.94,81793.23,105.33742,1688581.1,271.76068115234375,271.76068115234375,p5
48561,1645,4.1020664189,20.5103,61.0348017914,66.5679859723,59.3208175938,279.581634352,206.40558918,121.116265539,57.5098483705,-873.507145473,0.52762977566,0.0,1.0,0.0,1.0,500000.0,3.65669,4.65669,0.464314,94799.5,10170.229035,4102195.88575,0,floating,32.81756708598332,WECC_PNW,1,offshorewind,38900,p5,32.817566,0.43293172,"[1645, 201052]",245724.11,67317.94,83493.61,104.55835,1723684.6,295.320068359375,295.320068359375,p5
48960,1676,16.0000002159,80.0,70.8708642751,76.5382027344,68.7132208239,268.519395051,199.874676486,110.065772955,67.4175512113,-1029.51406765,0.525139803067,0.0,1.0,0.0,1.0,7750000.0,14.5312,15.5312,0.462123,368018.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.43088225,"[1676, 201052]",245724.11,67317.94,82828.42,104.87945,1709952.2,286.10382080078125,286.10382080078125,p5
48993,1679,16.0000002151,80.0,77.6882059929,81.1968707637,74.2489229793,277.461199563,208.56272488,118.984008632,72.8561130949,-1387.30625343,0.527577592991,0.0,1.0,0.0,1.0,3500000.0,6.5625,7.5625,0.464268,369726.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.430894,"[1679, 201052]",245724.11,67317.94,83525.39,105.06123,1724340.9,295.76068115234375,295.76068115234375,p5
49318,1703,9.08313817423,45.4157,64.093069023,68.6594075901,62.2124712346,275.711471199,203.939306896,117.004357701,60.1680746285,-1074.14706062,0.526268771466,0.0,1.0,0.0,1.0,4500000.0,14.8627,15.8627,0.463117,209372.0,12858.2117936,9083352.6,0,floating,72.66682080000639,WECC_PNW,1,offshorewind,38900,p5,72.666824,0.43091413,"[1703, 201052]",245724.11,67317.94,83260.1,104.986046,1718864.1,292.0848083496094,292.0848083496094,p5
49325,1705,2.92912579994,14.6456,70.5753477273,75.8786009376,68.8417112669,284.652186176,212.761752227,125.939361942,67.0207248959,-1271.42998047,0.529643958807,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.466087,67951.0,8843.43751618,2929474.38555,0,floating,23.43579508439925,WECC_PNW,1,offshorewind,38900,p5,23.435795,0.432929,"[1705, 201052]",245724.11,67317.94,83940.84,104.67694,1732917.6,301.51678466796875,301.51678466796875,p5
49475,1719,16.0000002169,80.0,58.2797227095,64.5046864175,56.2628445521,259.510946874,189.138346289,100.773813746,54.7805114646,-121.067187428,0.521943891421,0.0,1.0,0.0,1.0,11750000.0,22.0312,23.0312,0.459311,365778.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.42791036,"[1719, 201052]",245724.11,67317.94,82081.92,105.40871,1694541.1,275.76068115234375,275.76068115234375,p5
49492,1721,16.0000002172,80.0,53.6018551759,58.893493381,50.8311569891,257.830781449,186.329128697,99.1393383135,49.6152009614,-145.901562214,0.520855750889,0.0,1.0,0.0,1.0,13750000.0,25.7812,26.7812,0.458353,365016.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.42788705,"[1721, 201052]",245724.11,67317.94,81965.66,105.38343,1692140.9,274.1497802734375,274.1497802734375,p5
49509,1724,16.0000002163,80.0,57.7015358062,61.4270571476,54.9262751617,268.688111134,196.298266324,110.09501296,53.0994540687,-386.126559258,0.524397241883,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.46147,367498.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.43091553,"[1724, 201052]",245724.11,67317.94,82782.21,104.85911,1708998.4,285.4634704589844,285.4634704589844,p5
49552,1727,11.6155519239,58.0778,41.2381313547,47.5540345772,38.7074468556,249.335071523,176.037792666,91.1929274326,37.2131358873,-195.460869831,0.516493847837,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.454515,262772.0,14418.4818047,11616144.2995,0,floating,92.92915439560672,WECC_PNW,1,offshorewind,38900,p5,92.92915,0.42476985,"[1727, 201052]",245724.11,67317.94,81446.305,106.01722,1681419.1,291.4391174316406,291.4391174316406,p5
49567,1728,5.00327927837,25.0164,58.3087231696,63.2650280627,56.4800362216,276.112537064,202.627952543,117.764565488,54.569300163,-653.345001221,0.526755127311,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.463545,115435.0,10366.124027,5003673.28862,0,floating,40.02938630894994,WECC_PNW,1,offshorewind,38900,p5,40.029385,0.43291777,"[1728, 201052]",245724.11,67317.94,83403.914,104.53807,1721833.1,294.07745361328125,294.07745361328125,p5
49572,1729,16.0000002179,80.0,45.7205944307,52.7599532014,43.8489615244,250.817059979,178.651525351,92.2792032319,42.1434717179,-141.779687643,0.518481012434,0.0,1.0,0.0,1.0,250000.0,0.46875,1.46875,0.456263,363352.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.42482448,"[1729, 201052]",245724.11,67317.94,81726.484,106.07887,1687203.4,270.8360900878906,270.8360900878906,p5
49642,1737,16.0000002155,80.0,73.9871497322,77.7336244583,70.5847348365,273.848425447,204.66901141,115.29473099,69.321802815,-1213.24530792,0.526372616179,0.0,1.0,0.0,1.0,3500000.0,6.5625,7.5625,0.463208,368882.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.43088487,"[1737, 201052]",245724.11,67317.94,83236.7,104.98698,1718381.0,291.76068115234375,291.76068115234375,p5
49686,1739,16.0000002159,80.0,58.5348941674,63.4169002981,56.693672279,274.130617892,201.335943833,115.598606656,54.7606250464,-582.510937214,0.526062659919,0.0,1.0,0.0,1.0,750000.0,1.40625,2.40625,0.462935,368665.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.43291715,"[1739, 201052]",245724.11,67317.94,83190.49,104.48194,1717427.0,291.1203308105469,291.1203308105469,p5
50118,1769,13.6000373611,68.0002,37.3389009033,45.0085133382,35.51747835,245.894735097,172.244442361,87.9736364549,33.6240818615,-183.294444614,0.515081034766,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.453271,306824.0,14457.0835716,13600374.5429,0,floating,108.80299634333988,WECC_PNW,1,offshorewind,38900,p5,108.80299,0.420731,"[1769, 201052]",245724.11,67317.94,80658.77,106.821266,1665161.0,287.5855712890625,287.5855712890625,p5
50181,1777,14.9247019897,74.6235,61.8996039276,67.1425252267,60.1335693551,277.624481645,205.137287716,119.011066689,58.2949353262,-1055.91034672,0.527129432251,0.0,1.0,0.0,1.0,8000000.0,16.0807,17.0807,0.463874,344586.0,15250.563717,14924670.0356,0,floating,119.39736028457396,WECC_PNW,1,offshorewind,38900,p5,119.39736,0.43292555,"[1777, 201052]",245724.11,67317.94,83433.81,104.544075,1722450.2,294.49163818359375,294.49163818359375,p5
50195,1778,10.4736599573,52.3683,33.4711010345,41.4897498058,32.5378572865,242.471572778,168.460610009,84.8204298744,30.0530220222,-151.897561794,0.513348343896,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.451747,235497.0,13446.7654321,10473986.4157,0,floating,83.79189132550651,WECC_PNW,1,offshorewind,38900,p5,83.79189,0.42069602,"[1778, 201052]",245724.11,67317.94,79862.484,106.614075,1648721.9,283.6891174316406,283.6891174316406,p5
50213,1781,16.0000002167,80.0,57.07862009,59.9071235849,52.7304902007,263.254641865,191.295072386,104.607693893,51.4382830911,-259.014062405,0.522504795343,0.0,1.0,0.0,1.0,750000.0,1.40625,2.40625,0.459804,366171.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.42891073,"[1781, 201052]",245724.11,67317.94,82373.94,105.24057,1700569.6,279.806640625,279.806640625,p5
50334,1793,16.0000002165,80.0,62.1925971535,67.6998524387,59.7717041619,263.077343553,193.013852678,104.363692212,58.5163760863,-151.278124452,0.522650776431,0.0,1.0,0.0,1.0,15500000.0,29.0625,30.0625,0.459933,366274.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.43091035,"[1793, 201052]",245724.11,67317.94,82370.62,104.75133,1700501.1,279.76068115234375,279.76068115234375,p5
50367,1796,5.66241183443,28.3121,49.0863250843,53.1353125023,45.3238786567,258.259616734,184.893420614,100.034725895,44.2462055589,-240.716665904,0.520912053684,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.458403,129193.0,11446.9371495,5661959.2,0,floating,45.29567360001803,WECC_PNW,1,offshorewind,38900,p5,45.295673,0.42885756,"[1796, 201052]",245724.11,67317.94,82373.71,105.25356,1700565.0,279.8035888671875,279.8035888671875,p5
50446,1806,6.17222318176,30.8611,54.2368169408,57.6072290112,50.9644062198,267.185481229,193.757160791,108.893186627,49.2899003915,-377.476000977,0.523075373173,0.0,1.0,0.0,1.0,500000.0,2.43024,3.43024,0.460306,141410.0,11518.7256481,6171872.8,0,floating,49.3749824000299,WECC_PNW,1,offshorewind,38900,p5,49.37498,0.4289011,"[1806, 201052]",245724.11,67317.94,82894.1,105.381386,1711308.1,287.01373291015625,287.01373291015625,p5
50539,1823,16.0000002167,80.0,54.5938873624,57.8866815375,51.1712758397,265.197179324,192.488641874,106.69724016,49.5651437888,-315.126561165,0.522554466501,0.0,1.0,0.0,1.0,250000.0,0.46875,1.46875,0.459848,366206.0,16000.0,16000000.0,0,floating,128.0,WECC_PNW,1,offshorewind,38900,p5,128.0,0.4289057,"[1823, 201052]",245724.11,67317.94,82662.63,105.31865,1706529.6,283.806640625,283.806640625,p5
